a,w,a_change,w_change
20,23,-1.0559094400000006,1.5734380899999998
20,24,-1.1620233199999994,0.8634577300000004
20,25,-0.6673018633333344,1.1250455766666672
20,26,-0.2591153766666672,1.7806318599999997
21,-27,5.6534414125,2.794213757499999
21,-26,4.359534369999999,2.6025692499999984
21,-25,3.879585446,2.9085805700000003
21,-24,2.6561036418181825,3.547559261818182
21,-23,2.496555366249999,2.775336587499999
21,-22,0.8485402766666669,3.457098796666667
21,-21,0.7203871066666666,2.5777720500000005
21,-20,0.4736287199999998,2.544285425
21,-19,0.6537800571428569,2.7350343414285723
21,-18,1.1934744525000003,2.2322066824999998
21,-17,0.8432071650000003,2.7170121316666673
21,-16,0.5446889649999997,1.9760617275000008
21,-15,0.3879518300000022,1.369894865000001
21,-14,-0.05836412999999929,2.5888070899999995
21,-13,1.0776236225000009,1.8451904617499997
21,-12,1.115971596,3.9425858229999995
21,-11,2.6373990749999994,4.909671035000001
21,-10,1.8213075999999973,6.096805755
21,-9,0.877992953333333,2.9640721166666673
21,-8,-0.20257494000000165,3.171413771
21,-7,0.43558635333333245,1.98888485
21,-6,1.2636252500000005,5.012759427
21,-5,0.7330929820000002,3.7090288698
21,-4,2.713047856666666,3.4520341433333335
21,-3,1.7446316300000007,4.004426628
21,-2,1.2629767433333328,4.521928410666667
21,-1,-0.31231959999999975,5.492739816666667
21,0,0.7740488360000001,3.7988616810000004
21,1,0.35397757090909077,3.7543584618181813
21,2,-0.6507825600000002,4.045796763055555
21,3,-0.9981990266666665,4.139879327
21,4,-1.1288478421428583,3.7584961018571414
21,5,2.0467659981818183,3.082115985727273
21,6,0.9096337777272726,3.3312513006363633
21,7,1.1612092972727275,2.5159105863636366
21,8,1.5744937499999998,2.779276046642857
21,9,0.6067786423076923,2.4051611540000004
21,10,3.6487803806666657,2.233350012666667
21,11,2.7650195188888893,2.7246194767222227
21,12,3.0614380087500006,3.040099752916667
21,13,3.5654204333333332,0.8290558008333333
21,14,2.6933517200000003,3.4918722433333333
21,15,0.34457892,4.6358481750000005
21,16,2.9386689750000006,5.573663667500001
21,17,2.77974835125,4.55829441625
21,18,2.457465080000002,3.6978423499999984
21,22,-1.5453115599999983,2.286927470000002
22,-28,3.6833064899999997,2.9753851499999975
22,-27,4.317200119999999,2.667302639999999
22,-26,2.34029083875,3.94703372125
22,-25,2.1703778953846156,3.533432274615384
22,-24,1.5970023008333332,3.5919780975
22,-23,1.0550102633333334,3.4832766716666668
22,-22,0.9220692237500012,3.4464279225
22,-21,0.2930324345454545,3.2789824536363636
22,-20,-0.6259535775000007,4.03594364125
22,-19,-1.1429248099999993,3.8988075049999993
22,-18,-1.9749536633333336,4.989189697333333
22,-17,0.10359610000000075,0.8483662599999988
22,-16,-0.17265322499999947,3.7027896815
22,-15,-1.032143259999998,2.22812483
22,-14,1.1308017479999997,4.6480647254
22,-13,1.8779432400000022,4.096055664
22,-11,4.194133585000001,5.9455914540000006
22,-10,1.7215878499999988,6.578655874999999
22,-9,-4.4494603275,5.773077146999999
22,-8,-0.6178154200000007,2.3832399426666666
22,-6,1.6977406260000003,2.8501948112
22,-5,1.4443306650000007,5.1724076795
22,-4,2.1865602280000003,5.067145087799999
22,-3,-0.10901663333333526,5.480867092666666
22,-2,-0.02771251499999927,5.1154501595
22,-1,0.9849144137499994,4.9830807505
22,0,0.8277052959999999,3.8959411676
22,1,-1.4895713552941179,3.6150982013529407
22,2,-1.3643194374999998,4.362998955375001
22,3,2.950706047777777,4.5554080124444445
22,4,0.15921969999999933,3.6962875662222223
22,5,0.3868222858333337,3.3521209909166667
22,6,0.8220387089473684,3.2120130570000005
22,7,1.0625964762499998,2.7259077466875
22,8,2.234392770999999,2.5938817068000004
22,9,1.2491572969999993,3.0236019977999997
22,10,0.6478997057142867,3.4197573178571434
22,11,2.2833324105882356,3.6309061729411765
22,12,3.9302496675,1.75738056375
22,13,2.8877953866666672,3.2279045649999993
22,14,1.890903475,4.848726025
22,15,2.1610587160000008,5.208434884000001
22,16,2.551465280000001,5.217442295000001
22,17,1.9624921949999994,4.898284115000001
22,18,1.5468912699999997,3.5298307700000002
23,-28,1.1424223339999997,3.3610598560000007
23,-27,1.828099656666667,3.577620670666668
23,-26,1.6107126771428566,3.5084235871428575
23,-25,1.639533244999999,3.1781819150000006
23,-24,0.32347560500000166,3.6346023066666664
23,-23,-1.3985507675000006,5.314452597500001
23,-22,-1.7241259559999995,5.282591415999999
23,-21,-0.6614134255555553,5.226296405555556
23,-20,-0.6369984679999995,4.024848113999999
23,-19,-0.5288782133333333,4.07686347
23,-18,-1.1384186033333326,5.092555933333334
23,-17,-0.8189355433333331,4.614372370999999
23,-16,-1.1639638250000015,7.623453626750001
23,-15,0.2871227633333338,5.271889690666667
23,-14,-2.499140325000001,4.7921835385
23,-13,2.287430716666666,6.379565771333334
23,-11,1.051647018,6.493117939799999
23,-10,-1.7244578216666664,6.316482446833334
23,-9,-2.4904630500000025,6.0336581615
23,-8,2.200474706666666,5.473139021000001
23,-7,4.411226429999999,2.473715167
23,-6,1.4284418499999993,4.359053121833333
23,-5,2.2833329428571427,3.102448992142857
23,-4,0.9697018800000009,4.7757253001999995
23,-3,0.6767844350000006,3.7631589511666674
23,-2,0.5402977,4.6491867785
23,-1,0.9130315237499995,4.4433666445
23,0,0.3402465445454539,3.4536962587272724
23,1,-0.1246101388888891,2.619421823888889
23,2,-6.121913756666665,5.023807823666666
23,3,3.25441916,3.960449191666667
23,4,-0.15962474178571448,3.519555137285714
23,5,1.5647676968181812,3.2279646259545456
23,6,2.3981045404000003,3.2991441748
23,7,0.2948714066666665,4.102762029555556
23,8,2.4422337483333334,2.7372604896111117
23,9,1.3586761295000005,2.48458557555
23,10,1.6475157588888887,3.992188147722222
23,11,1.4414152314285715,4.347094025714286
23,12,0.9025274383333327,4.481226346666666
23,13,2.0003481399999985,5.636275963333333
23,14,2.150638876,5.142630910000001
23,15,1.8748662200000008,4.658353428571429
23,16,2.2502635300000016,4.892374
24,-29,1.2423033499999985,3.266765135
24,-28,2.3805490923809534,2.9033457433333334
24,-27,2.1915823080952386,2.940415068571428
24,-26,1.840460793636364,3.1682669763636357
24,-25,0.2505114024999995,3.894148133750001
24,-24,-0.629647505714286,4.207595208571428
24,-23,-1.0994420500000004,5.1416875399999995
24,-21,-0.31082647400000096,4.776924922
24,-20,0.9875457250000004,5.49498086
24,-19,-2.300389809999999,4.412431277142858
24,-18,-0.7220426916666683,4.0433144316666665
24,-17,0.20480091333333364,4.958796888333334
24,-16,-0.33124524333333366,5.9889773753333335
24,-15,-0.44721182799999964,6.5090048344
24,-14,0.8655866479999993,6.0610666632
24,-13,2.0285455600000013,7.529745124333334
24,-12,2.4322877033333334,7.619164169666668
24,-11,-1.038239935,7.046655533000001
24,-10,0.15136000500000169,7.777813426000001
24,-9,1.4223052820000006,6.9062151774
24,-8,-0.06925165999999727,7.713194426499999
24,-7,0.8970941200000005,5.0547213036
24,-6,1.6844419800000006,4.358808509
24,-5,0.10227456400000037,5.457416330699999
24,-4,0.44276866750000005,4.9541147403500005
24,-3,0.8087001892857144,4.167229826571428
24,-2,-0.055590039090909406,4.010048265818182
24,-1,0.37459532916666644,3.7396125762916665
24,0,-0.8347740116666671,3.4421411166666664
24,1,0.3798302987499995,3.1839947681250003
24,2,0.09071483499999955,3.73823121525
24,3,0.30128112833333276,3.8221879633888887
24,4,0.8746205257894738,3.7131076951842115
24,5,1.0350278466666665,3.0359665563809526
24,6,2.604189262,3.2827338968999995
24,7,2.915105572727273,3.0241882548181818
24,8,1.9487017763636358,2.9822221658636363
24,9,1.7877717036363643,3.651283733090909
24,10,1.6147208181818185,3.8641439554545456
24,11,2.836059374444445,4.6208001011111115
24,12,3.667589748571429,4.955129304285715
24,13,1.912688085,5.04700204375
24,14,2.067811122500001,4.2553029175
25,-28,1.441487789333333,2.7242291920000006
25,-27,0.6061030019999997,3.2189429679999995
25,-26,0.1837750999999983,3.292633449999999
25,-25,-0.07248473499999974,3.475160485
25,-21,-1.18999625,4.501991319999999
25,-20,-0.9887141741666664,5.391003529166667
25,-19,-2.794309608888889,5.293409927777778
25,-18,-1.9202186799999996,4.633125432499999
25,-17,-2.6027551399999997,5.068088971666666
25,-16,-1.5536362099999996,3.8620821375000003
25,-15,-3.003765540000001,5.48779299
25,-14,1.9939662516666672,7.085588668333334
25,-13,3.1478327900000003,6.873402092
25,-12,2.51166538,6.8647555025
25,-11,3.0521273200000003,6.927488872
25,-10,0.9724593624999995,6.61239939375
25,-9,3.1603808649999996,5.07836730525
25,-8,1.0535144700000014,6.52993408575
25,-7,1.8622239700000005,4.349077991000001
25,-6,-0.2912716833333325,5.371943774666666
25,-5,0.12747923900000052,5.1511053177
25,-4,-0.06079800411764659,3.769639309058824
25,-3,0.12293387263157927,4.140167959842105
25,-2,-1.0868122127777775,4.599118717055556
25,-1,-0.8364020623076917,3.055717567230769
25,0,-0.6154209710526315,3.282669814105263
25,1,0.4026094854999993,2.3229967649500005
25,2,-0.3644979695454546,3.058143042272728
25,3,-1.8498226675862066,3.6872749381724144
25,4,0.9373323371111104,3.5092820225555554
25,5,3.3038142824324326,2.9297678274324332
25,6,2.6623475800000005,2.516101172227273
25,7,2.1105536366666664,3.2922707625999994
25,8,1.9939068949999996,3.3638342166666666
25,9,3.1424535323529406,3.9058878043529415
25,10,3.149781195,3.8316364875
25,11,2.725364785,4.757296514
25,12,2.4329383687500004,4.84875725625
25,13,1.6842082320000002,5.185697442
26,-28,1.0923945816666663,2.5519746649999995
26,-22,-3.027477089999998,4.797095280000001
26,-20,-1.2770607800000011,4.106138619999999
26,-19,-0.9474749570000001,6.160811368999999
26,-18,-2.557249656666668,6.234429166666665
26,-17,-2.5520955218181816,4.971891376545454
26,-16,-0.23878478250000068,6.06896831075
26,-15,-1.0488407200000012,7.0059630109999995
26,-14,2.3390123137499996,7.000867226124999
26,-13,1.4937160400000007,6.864684428
26,-12,0.7028784257142853,7.892399266714286
26,-11,0.7879640000000006,7.21811712925
26,-10,1.7384079066666653,6.430183281111111
26,-9,1.64110985,5.7849208479000005
26,-8,1.1700720374999998,5.00600922325
26,-7,2.4270371600000002,5.488302500285714
26,-6,-0.7341286779999997,5.1406825734
26,-5,-0.29061361863636426,5.211290318363637
26,-4,-0.7552618718181825,4.333638874727273
26,-3,-1.3896441714285708,4.250480741642858
26,-2,-2.5870887981250004,3.9702160722500004
26,-1,-0.8466345136666669,3.4213401312333334
26,0,-1.2922713749999999,4.475958269208333
26,1,-0.6851627322727267,4.3588682175
26,2,-1.0610731122499995,4.054534594575
26,3,-1.8492401694594591,3.383281592027027
26,4,0.44154886840909086,4.43033302125
26,5,2.8112819151063824,4.001699692106383
26,6,2.6085984992857147,3.9913531017142856
26,7,2.1938659155555547,4.199367381277778
26,8,2.2127405864999994,3.59186432355
26,9,2.314105650714285,4.367713761857143
26,10,1.5846414240000002,4.027921313999999
26,11,0.9614624099999998,4.74047308625
26,12,1.0817895649999993,4.8051397675
27,-20,-2.5706294599999993,4.8603382
27,-19,-2.1152391274999998,5.255433482500001
27,-18,-1.298878323333333,5.561853188333333
27,-17,-2.100368942499999,4.0965201025
27,-16,-1.3328770566666683,6.835136510833332
27,-15,0.17458272999999877,6.5465977226
27,-14,2.19376949625,6.8820165835000005
27,-13,1.9954962816666668,7.929891921333334
27,-12,1.1737735249999997,7.1432181955
27,-11,-0.524351933333333,7.737140958333332
27,-10,1.4546116933333326,6.1478831888666665
27,-9,1.9180408894999998,5.859793920900001
27,-8,0.8755970814285716,5.696900665571428
27,-7,1.4303529971428561,5.0208713874285715
27,-6,-0.23959015933333394,4.839226715466667
27,-5,-0.7063211099999998,5.1486507753125
27,-4,-1.0965973825925925,4.8638089448518524
27,-3,-2.576267764285715,4.720447950476192
27,-2,-2.5614577896551736,4.419727194862069
27,-1,-1.5868310600000002,5.048757463549999
27,0,-2.031315129761905,5.391829107928572
27,1,-1.7393293451923075,4.881425947538461
27,2,-0.6888698708510641,2.5004194823191495
27,3,-3.30039048054054,3.6975489040270273
27,4,-1.2608744946666666,4.954854073466666
27,5,2.2176135683999996,3.95280294704
27,6,2.871508564666667,4.605333406933334
27,7,2.570924659375001,4.3702591543125
27,8,1.0540381260000005,4.753148061
27,9,1.342959586666666,4.940473839833333
27,10,1.73642668,4.438186773333333
27,11,1.8389902800000009,4.22155395
28,-19,-3.6688214033333324,4.7319255899999995
28,-18,-1.2302745649999995,5.530763633333334
28,-17,-1.9958588949999987,4.323364736249999
28,-16,-1.8866402074999993,5.737770125
28,-15,-0.5713769450000014,7.236815293333334
28,-14,0.8726617536363641,7.4545054521818175
28,-13,2.1671588362500005,6.411224535875
28,-12,1.0528575583333328,6.707318430666667
28,-11,3.9278936033333327,5.712382538833334
28,-10,0.30552567692307686,6.473316609269231
28,-9,0.3131695042857134,5.787097404500001
28,-8,-0.06877829000000091,7.3177714484
28,-7,0.3466086972727273,5.7179045802727275
28,-6,-0.9566817922727279,5.624537396954547
28,-5,-1.2330013404166664,5.419005404083333
28,-4,-3.38881334275862,5.124860248655173
28,-3,-3.0709587907407405,4.886509465666666
28,-2,-2.9611688489655172,5.225519592827585
28,-1,-2.9378701733333332,4.5505799897333326
28,0,-3.3560979269230766,5.2760318781153845
28,1,-2.3289149170731704,5.089899166268292
28,2,-4.148524603170732,4.270518810219512
28,3,-4.412349043499999,3.29343852955
28,4,-2.1028423400000005,3.104012521227273
28,5,1.2811466894117645,3.089704383941177
28,6,3.1796359653333335,3.4559531554000005
28,7,-0.19467439499999983,4.77521781725
28,8,1.74287633,4.714468297000001
28,9,2.390792442,2.4554907754000004
28,10,0.38954636500000106,4.058985825000001
28,11,-1.3405791600000008,4.32142928
29,-18,-2.4033364299999995,5.3879343508333335
29,-17,-2.7391299033333336,5.305690237333333
29,-16,-1.2558093683333322,5.296764501666668
29,-15,-1.18276788,6.1339723812999996
29,-14,0.9887876380000009,7.436248660666666
29,-13,0.016887552500000513,6.068780907375
29,-12,1.2277862274999993,6.91928907975
29,-11,2.557306509999999,6.3282573818
29,-10,1.5028697889473688,6.595686484526316
29,-9,0.41165848,6.764122253395347
29,-8,0.3477672853333336,6.468146473200002
29,-7,-0.6997010039999996,6.2142422487
29,-6,-0.25103493142857186,5.82088295
29,-5,-1.9907078592592593,5.3052475672592605
29,-4,-2.913384590740741,4.565796818888889
29,-3,-2.872644279999999,5.372434023714285
29,-2,-3.150166028888889,4.779897604259259
29,-1,-3.861508393103449,4.516945473931034
29,0,-3.4914954733333334,4.657508760733334
29,1,-2.9659764555172408,3.3376334066206903
29,2,-5.8365459205555545,3.9596225278888895
29,3,-1.819441453333333,2.505305527666667
29,4,-1.7719446252000006,3.3877666091200003
29,5,0.7510061605000006,4.3374404601
29,6,2.3974201499999985,4.130956243
29,9,0.7572229850000021,2.348359157000001
30,-19,-6.01612841,6.60525616
30,-18,-3.2841311275000002,4.817319535000001
30,-17,-5.056905623333333,5.501460882
30,-16,-1.8252244249999992,5.277948175
30,-15,-1.7863459649999993,7.439622763999999
30,-14,-0.5307676780000001,8.102661033600002
30,-13,-0.2765223599999995,6.219356487833334
30,-12,-0.053529286666666565,5.272349596833333
30,-11,1.350103159,6.099862375000001
30,-10,-0.28798461147058785,6.91673654314706
30,-9,-0.47832672807692383,5.848849852076923
30,-8,0.08056676913043488,5.838543008826087
30,-7,-1.675212336111111,4.937615804722222
30,-6,-1.8615172183999997,4.56322930424
30,-5,-2.4406396618181816,4.442790985954546
30,-4,-2.8136012063157896,4.957345589157895
30,-3,-4.086313136666667,5.120120605148147
30,-2,-3.8859019136363626,4.943957260545454
30,-1,-4.852462718571428,4.659777122357143
30,0,-4.575012047333333,3.532359740000001
30,1,-5.514382063571428,3.318954365142857
30,2,-6.631323282222222,2.8571109496666667
30,3,-5.172544806666667,2.958139084916666
30,4,-2.674056618888889,3.8783792398888886
30,5,0.0707709800000007,4.709389842999999
31,-18,-4.760106735000001,5.205811904999999
31,-17,-2.749573227499999,5.849162576749999
31,-16,-4.6211605775,5.616362133500001
31,-15,-1.2948147999999988,6.3406722252
31,-14,-1.6637402550000004,7.422430689999999
31,-13,-0.5181446672727271,6.167558169454546
31,-12,-0.8211389841666676,5.793847453333334
31,-11,0.0538460073913044,6.691076281652174
31,-10,-0.29258218256410284,5.7290971744102555
31,-9,1.1865550444736839,4.995567482578946
31,-8,-0.8100834327272728,4.518962336454545
31,-7,-1.7495432718749997,5.5235741948125
31,-6,-2.3038494045454545,5.079642061954545
31,-5,-3.1939037916129025,4.2783686073870975
31,-4,-4.080938636363637,4.409017882090909
31,-3,-4.265977852222222,4.619116899333333
31,-2,-5.671672175,4.260705109
31,-1,-8.39291881,3.743892912333333
31,0,-6.234899936250001,3.1182277622499996
31,1,-8.527467547142857,3.4631146441428577
31,2,-9.370492189999998,2.722266778333333
31,3,-5.646267094799999,3.51670452344
31,4,-5.4906021725,4.1520814065
31,5,-3.376772990000001,3.9670399124999998
32,-17,-5.1701141099999965,6.963839234
32,-16,-6.33814047,5.095642546800001
32,-15,-0.980492104999998,5.913351657
32,-14,-0.5718033822222246,7.015544099222223
32,-13,-1.671302899333334,6.685109265866667
32,-12,-0.9852099872727258,5.772823558636364
32,-11,-0.9040437146666662,6.185281287600001
32,-10,-0.4133643925000001,5.674121466649999
32,-9,0.885993997500001,5.2243609142187495
32,-8,-1.6101395881481477,5.133882011592594
32,-7,-2.0616444378947363,5.033172723473685
32,-6,-2.648221163181818,3.9696918469090905
32,-5,-1.658576883684212,3.883108219105263
32,-4,-5.69940467,5.3625367595
32,-3,-4.5069703925,5.05721900725
32,-2,-7.0396960800000015,3.8096495934999997
32,-1,-6.7716661349999985,3.0600961315
32,0,-9.838785576666664,3.239121856
32,1,-7.088421058333334,3.125305322333334
32,2,-8.297311781764703,2.949931546235294
32,3,-5.4332027614285705,3.49679774275
32,4,-4.861559999999999,3.5173780550000004
33,-17,-5.2942252,5.591964110000001
33,-16,-3.1190357900000016,6.264330175
33,-15,-1.0030969166666672,6.457913903000001
33,-14,-0.6611787339999999,5.5088851108
33,-13,-2.3731907700000003,6.543815068461537
33,-12,-1.7782191373333336,7.231724016733333
33,-11,-2.035502183199999,7.59189477252
33,-10,-0.8953341732,5.524284045200001
33,-9,-0.27929093090909146,5.166220176590909
33,-8,-0.4690269023076924,4.372242384615385
33,-7,-1.7988396988888904,3.975988094777778
33,-6,-1.5745789551851852,3.6217699053333337
33,-5,-3.686226383,4.007417086799999
33,-4,-6.117036658461537,3.7541938300769226
33,-3,-8.173472896363636,4.655061004636363
33,-2,-7.968783358000001,3.7177227744
33,-1,-6.880202065555557,3.2005109192222227
33,0,-9.270901755,3.24195414025
33,1,-8.355077068333332,2.9879270603333334
33,2,-9.300556592631581,2.9911006299999996
33,3,-5.545313855555556,3.375705458
33,4,-6.588257110000001,3.508481357
34,-18,-5.188315279999998,5.59285438
34,-17,-4.811424550000002,4.721960209999999
34,-16,-3.2248990200000023,7.4907006595
34,-15,-2.289184949999999,7.1101229
34,-14,-2.359555942857143,6.759672753857144
34,-13,-2.0993880199999992,5.2621798004
34,-12,-2.404658643333333,6.318099348249999
34,-11,-1.8876435644444445,4.172405626222222
34,-10,-1.2447887168965528,5.203939134137931
34,-9,-1.6577652272000003,5.04470431636
34,-8,0.832224878666667,3.763470962199999
34,-7,-0.6080193761904753,3.592870952285714
34,-6,-3.1939006854166663,3.4766277055000003
34,-5,-2.150255727272728,3.8854234079090904
34,-4,-5.919843444074075,4.484233230148147
34,-3,-6.5731991687499995,3.9506625886875
34,-2,-5.661975004499999,3.3635116135000005
34,-1,-7.562928105714285,3.1890461967142865
34,0,-7.359755812608695,2.9083397543478258
34,1,-7.597352716363637,2.963052071363636
34,2,-7.200133691851852,3.0964801043703707
34,3,-4.881033188000001,3.2726202531999995
35,-15,-3.6432209449999995,7.0635181735
35,-14,-3.3168444766666645,6.213822751333333
35,-13,-3.321336849999998,5.013533492500001
35,-12,-3.6611546471428555,7.218863970999999
35,-11,-3.3357516750000027,2.372779928
35,-10,-1.333483179999999,4.689509598818183
35,-9,-1.4455246796000005,4.87314920624
35,-8,-0.3917930746153849,4.014032866461539
35,-7,-1.3460897816666666,3.2731748868333335
35,-6,-4.529378165000001,4.009406502722222
35,-5,-5.7488280592,4.37606111204
35,-4,-4.37562164882353,3.2965410690588235
35,-3,-6.56649279,3.4486373957142855
35,-2,-5.830059602400001,3.1075317134400002
35,-1,-6.643711170714285,2.923605294357144
35,0,-5.091536162222223,2.1908070594444444
35,1,-6.196157852857142,2.6711709821428573
35,2,-6.021175601666666,3.20527729725
36,-13,-3.361288970000004,4.789649574999999
36,-12,-3.832386236,5.2961183254
36,-11,-2.649103506250002,4.370834167125
36,-10,-3.2243556224137926,5.172110116103449
36,-9,-2.2229873918181813,4.855853353272727
36,-8,-2.712546763181819,4.62855195390909
36,-7,-4.254027174615385,4.427571502769231
36,-6,-5.770143835833334,4.20623465975
36,-5,-6.985216001333334,4.693852715133333
36,-4,-5.406746500999999,3.070548348
36,-3,-5.926859264736841,2.8352925570526315
36,-2,-6.776749482857143,2.7001437540714286
36,-1,-5.517801941250001,2.078335444875
36,0,-4.602977588000001,1.6683136024
36,1,-4.78598761,2.571883332
37,-14,-5.9317341,5.507752695000001
37,-11,-3.8382378812499987,4.58473363075
37,-10,-4.6029826400000005,4.696788985375001
37,-9,-2.587972598333335,4.507659803666667
37,-8,-4.614496679999999,4.831267186333333
37,-7,-5.732727096818182,5.095781017727273
37,-6,-6.579779413999999,5.697005299666667
37,-5,-7.340804164000001,5.2950073038
37,-4,-7.8437110000000025,2.506695106
37,-3,-7.894079096666666,3.113452812
37,-2,-5.308159920000001,1.350623094
37,-1,-3.9925831999999986,1.688040528
38,-11,-5.863344605000002,4.5170404475
38,-10,-4.214974774999998,4.0799647355
38,-9,-5.423024842000002,4.937263297
38,-8,-5.451660611250001,4.882328368375
38,-7,-5.684251498999999,5.5335757591
38,-6,-6.508794763333333,5.922154030666667
39,-11,-5.320809382,5.318775176199999
39,-10,-5.286966409999998,4.076961178
39,-9,-6.019814698000003,6.4147333492000005
39,-8,-5.888168206666666,5.95321008411111
39,-7,-6.074272540000003,4.516120852
